,Article_ID,Date,wordCount,Source
8381,Batch 01 - BBC  - 1868,11 October 2023,98,BBC
8382,6D10-3721-DXY4-X3Y5-00000-00,20 September 2024,884,The New York Times
8383,69VH-SY31-JBSS-S3G3-00000-00,12 December 2023,428,CNN Wire
8384,6C3Y-R741-DXY4-X3R5-00000-00,26 May 2024,1421,The New York Times
8385,Batch 01 - BBC  - 905,01 December 2023,351,BBC
8386,Batch 01 - BBC  - 1978,18 October 2023,582,BBC
8387,Batch 01 - BBC  - 1773,15 October 2023,432,BBC
8388,6BJ6-5VR1-DXY4-X002-00000-00,13 March 2024,650,The New York Times
8389,6B89-4G81-DXY4-X00V-00000-00,05 February 2024,1425,The New York Times
8390,69NW-YCM1-DXY4-X021-00000-00,20 November 2023,1305,The New York Times
8391,69J9-4SF1-DXY4-X2D2-00000-00,03 November 2023,734,The New York Times
8392,6C6R-V8S1-JCMN-Y001-00000-00,08 June 2024,485,Al Jazeera English
8393,6CFV-P281-DXY4-X1T9-00000-00,11 July 2024,978,The New York Times
8394,6CMF-RWH1-JBG3-6003-00000-00,02 August 2024,1225,The New York Times
8395,6BX8-JX51-JBSS-S0S3-00000-00,29 April 2024,301,CNN Wire
8396,6D20-N0C1-F03R-N2NB-00000-00,25 September 2024,838,Al Jazeera English
8397,6CY0-RDW1-JCMN-Y1PC-00000-00,11 September 2024,775,Al Jazeera English
8398,6CBS-M6F1-JCMN-Y49K-00000-00,27 June 2024,666,Al Jazeera English
8399,6D39-3V81-JBG3-6482-00000-00,01 October 2024,1567,The New York Times
8400,6CWX-JDD1-JCMN-Y3K2-00000-00,06 September 2024,765,Al Jazeera English
8401,6BX7-55M1-JCMN-Y284-00000-00,29 April 2024,736,Al Jazeera English
8402,69DF-YGR1-JCMN-Y499-00000-00,16 October 2023,485,Al Jazeera English
8403,69CC-42K1-DY7V-G03G-00000-00,11 October 2023,344,CNN Wire
8404,Batch 01 - BBC  - 522,19 November 2023,631,BBC
8405,6BK9-PP51-JBG3-63PT-00000-00,18 March 2024,402,The New York Times
8406,69XR-D671-F03R-N2C6-00000-00,22 December 2023,1426,Al Jazeera English
8407,6D1H-W381-JBG3-61C4-00000-00,23 September 2024,1422,The New York Times
8408,6D0R-TVY1-JBG3-640W-00000-00,19 September 2024,1472,The New York Times
8409,69F1-SHX1-DXY4-X0RF-00000-00,19 October 2023,623,The New York Times
8410,6BT7-DH01-DXY4-X0PP-00000-00,15 April 2024,1909,The New York Times
8411,69F2-KH71-JBG3-60P9-00000-00,19 October 2023,1956,The New York Times
8412,6D3N-SH11-JBG3-61P3-00000-00,03 October 2024,642,The New York Times
8413,69CY-XJN1-JBG3-60X0-00000-00,14 October 2023,631,The New York Times
8414,6CK0-9WB1-JBSS-S19K-00000-00,26 July 2024,330,CNN Wire
8415,6CJT-C8C1-JBG3-606X-00000-00,25 July 2024,1337,The New York Times
8416,69FP-J7B1-DXY4-X022-00000-00,22 October 2023,1463,The New York Times
8417,6CNB-SRK1-DXY4-X04X-00000-00,06 August 2024,1025,The New York Times
8418,Batch 01 - BBC  - 126,17 August 2024,640,BBC
8419,Batch 01 - BBC  - 559,23 April 2024,1026,BBC
8420,Batch 01 - BBC  - 549,05 June 2024,1732,BBC
8421,69J7-P4R1-F03R-N2H1-00000-00,03 November 2023,1238,Al Jazeera English
8422,Batch 02 - BBC  - 2091,04 October 2024,1061,BBC
8423,Batch 01 - BBC  - 1727,07 October 2023,85,BBC
8424,6B7X-J071-JBG3-6026-00000-00,03 February 2024,1240,The New York Times
8425,6BT9-5W11-JBG3-6007-00000-00,15 April 2024,1323,The New York Times
8426,6D1H-73K1-F03R-N16J-00000-00,23 September 2024,429,Al Jazeera English
8427,6B81-S8F1-DY7V-G002-00000-00,04 February 2024,697,CNN Wire
8428,69BS-61G1-JBG3-6029-00000-00,08 October 2023,789,The New York Times
8429,69C0-N031-JBG3-61H9-00000-00,09 October 2023,812,The New York Times
8430,6B8G-RW51-F03R-N001-00000-00,06 February 2024,348,Al Jazeera English
8431,6BR2-WFK1-F03R-N504-00000-00,05 April 2024,509,Al Jazeera English
8432,6BPX-9RV1-JBSS-S02S-00000-00,04 April 2024,425,CNN Wire
8433,69F8-7V91-F03R-N0KV-00000-00,20 October 2023,695,Al Jazeera English
8434,Batch 01 - BBC  - 1695,05 January 2024,468,BBC
8435,Batch 01 - BBC  - 367,05 February 2024,460,BBC
8436,6CKT-5831-JCMN-Y0KV-00000-00,30 July 2024,343,Al Jazeera English
8437,6B89-NFP1-JBSS-S03F-00000-00,05 February 2024,552,CNN Wire
8438,6BR4-5BF1-DXY4-X0HX-00000-00,05 April 2024,698,The New York Times
8439,Batch 01 - BBC  - 2053,05 April 2024,636,BBC
8440,69M6-85Y1-JBG3-632X-00000-00,12 November 2023,1412,The New York Times
8441,Batch 01 - BBC  - 118,24 January 2024,890,BBC
8442,69S7-HP31-JCMN-Y494-00000-00,01 December 2023,1168,Al Jazeera English
8443,6CNT-K941-JBSS-S01C-00000-00,08 August 2024,844,CNN Wire
8444,Batch 01 - BBC  - 1219,28 August 2024,472,BBC
8445,6B5C-PPG1-JBSS-S00N-00000-00,22 January 2024,985,CNN Wire
8446,69RR-PXK1-JBSS-S071-00000-00,29 November 2023,562,CNN Wire
8447,6B4D-PRP1-JBSS-S02X-00000-00,18 January 2024,738,CNN Wire
8448,Batch 01 - BBC  - 166,13 January 2024,442,BBC
8449,6C3B-MVD1-JCMN-Y3R2-00000-00,23 May 2024,1246,Al Jazeera English
8450,Batch 02 - BBC  - 2027,17 September 2024,339,BBC
8451,6CSK-9B51-F03R-N082-00000-00,21 August 2024,1366,Al Jazeera English
8452,69KG-2BF1-JBG3-60MD-00000-00,08 November 2023,1150,The New York Times
8453,6CDP-W1Y1-DXY4-X1VK-00000-00,06 July 2024,1175,The New York Times
8454,Batch 01 - BBC  - 1352,25 April 2024,113,BBC
8455,69SH-0KK1-DY7V-G00M-00000-00,02 December 2023,1346,CNN Wire
8456,69PJ-2NK1-JBSS-S00J-00000-00,23 November 2023,371,CNN Wire
8457,Batch 01 - BBC  - 1976,23 November 2023,762,BBC
8458,6CW5-5V01-DY7V-G0MR-00000-00,02 September 2024,583,CNN Wire
8459,6BP1-WMC1-JBG3-604K-00000-00,31 March 2024,575,The New York Times
8460,69HV-YJC1-JBSS-S4YD-00000-00,01 November 2023,556,CNN Wire
8461,6CCX-1PM1-JCMN-Y425-00000-00,02 July 2024,1010,Al Jazeera English
8462,69GK-M811-JBSS-S39R-00000-00,26 October 2023,765,CNN Wire
8463,Batch 01 - BBC  - 725,10 December 2023,460,BBC
8464,Batch 01 - BBC  - 1726,17 October 2023,393,BBC
8465,Batch 01 - BBC  - 1125,07 November 2023,582,BBC
8466,Batch 02 - BBC  - 2015,09 September 2024,695,BBC
8467,69XG-48C1-JCMN-Y0WH-00000-00,21 December 2023,590,Al Jazeera English
8468,69X2-P7P1-DY7V-G3B0-00000-00,19 December 2023,1104,CNN Wire
8469,6B95-PP71-JBSS-S01T-00000-00,09 February 2024,510,CNN Wire
8470,6CFC-YTM1-JBSS-S007-00000-00,09 July 2024,369,CNN Wire
8471,69TJ-R681-JBSS-S296-00000-00,07 December 2023,688,CNN Wire
8472,6BY2-KT81-JBSS-S1MP-00000-00,03 May 2024,1858,CNN Wire
8473,6BRR-SKY1-JCMN-Y02S-00000-00,08 April 2024,1029,Al Jazeera English
8474,6C5G-2MX1-F03R-N0GF-00000-00,02 June 2024,1941,Al Jazeera English
8475,Batch 01 - BBC  - 1435,01 December 2023,757,BBC
8476,Batch 01 - BBC  - 654,17 October 2023,116,BBC
8477,Batch 01 - BBC  - 1761,17 October 2023,501,BBC
8478,6CXC-6471-DXY4-X1R9-00000-00,08 September 2024,1305,The New York Times
8479,6CX0-DB01-JBG3-62BK-00000-00,06 September 2024,1397,The New York Times
8480,6C3B-MR31-JBG3-605M-00000-00,23 May 2024,356,The New York Times
8481,Batch 01 - BBC  - 1398,06 March 2024,621,BBC
8482,Batch 01 - BBC  - 1784,27 May 2024,417,BBC
8483,Batch 02 - BBC  - 2040,21 September 2024,1219,BBC
8484,69YV-BG51-JBG3-64DJ-00000-00,27 December 2023,1424,The New York Times
8485,6D43-T711-DXY4-X27B-00000-00,05 October 2024,783,The New York Times
8486,69PF-KTW1-JBSS-S01G-00000-00,22 November 2023,420,CNN Wire
8487,69FP-J7C1-DY7V-G002-00000-00,22 October 2023,781,CNN Wire
8488,6BF2-K2T1-JBG3-62YF-00000-00,27 February 2024,1343,The New York Times
8489,6BF5-JD41-DXY4-X0BT-00000-00,27 February 2024,722,The New York Times
8490,6C8P-GF21-JBG3-603W-00000-00,17 June 2024,630,The New York Times
8491,6D4K-FH71-F03R-N30M-00000-00,07 October 2024,707,Al Jazeera English
8492,6BF6-SWT1-F03R-N16M-00000-00,28 February 2024,1021,Al Jazeera English
8493,Batch 01 - BBC  - 933,28 February 2024,1624,BBC
8494,69F8-KT41-DXY4-X02B-00000-00,20 October 2023,1855,The New York Times
8495,6B95-RW11-DY7V-G000-00000-00,09 February 2024,685,CNN Wire
8496,69F8-DSS1-JCMN-Y1FH-00000-00,20 October 2023,483,Al Jazeera English
8497,69KJ-36R1-JCMN-Y0J8-00000-00,09 November 2023,548,Al Jazeera English
8498,69GJ-RFW1-JCMN-Y11S-00000-00,26 October 2023,687,Al Jazeera English
8499,69N1-TGC1-F03R-N31P-00000-00,16 November 2023,656,Al Jazeera English
8500,69CK-4T61-JCMN-Y35F-00000-00,12 October 2023,465,Al Jazeera English
8501,69J9-0RM1-F03R-N30P-00000-00,03 November 2023,678,Al Jazeera English
8502,69PH-XK51-F03R-N00F-00000-00,23 November 2023,523,Al Jazeera English
8503,69DN-G361-JBG3-64J3-00000-00,17 October 2023,2478,The New York Times
8504,69HD-52V1-DXY4-X004-00000-00,30 October 2023,667,The New York Times
8505,6CN4-HHT1-DY7V-G01C-00000-00,05 August 2024,2057,CNN Wire
8506,69P2-8PC1-JBSS-S004-00000-00,15 October 2023,2213,CNN Wire
8507,6D0W-SSX1-DY7V-G0VG-00000-00,20 September 2024,1026,CNN Wire
8508,69TX-TXY1-DXY4-X08N-00000-00,09 December 2023,1933,The New York Times
8509,69P2-BYN1-JBSS-S0X4-00000-00,21 October 2023,2341,CNN Wire
8510,69HT-S791-DXY4-X13J-00000-00,01 November 2023,951,The New York Times
8511,69SW-XC41-DXY4-X03J-00000-00,04 December 2023,1113,The New York Times
8512,Batch 01 - BBC  - 342,08 October 2023,56,BBC
8513,69BG-5FY1-JBG3-6007-00000-00,07 October 2023,353,The New York Times
8514,Batch 01 - BBC  - 1927,16 June 2024,705,BBC
8515,6D08-1YT1-DXY4-X092-00000-00,17 September 2024,1758,The New York Times
8516,6BST-9M21-JBG3-60NP-00000-00,13 April 2024,1242,The New York Times
8517,6B76-X3J1-JBG3-6035-00000-00,31 January 2024,889,The New York Times
8518,6B1N-NFF1-JBG3-60FX-00000-00,05 January 2024,825,The New York Times
8519,6B8J-M481-DY7V-G02C-00000-00,06 February 2024,975,CNN Wire
8520,6CTF-5Y41-JCMN-Y0M1-00000-00,25 August 2024,369,Al Jazeera English
8521,6C81-0WJ1-JCMN-Y00C-00000-00,14 June 2024,700,Al Jazeera English
8522,Batch 01 - BBC  - 1642,29 April 2024,634,BBC
8523,69P2-F7S1-DY7V-G30G-00000-00,01 November 2023,784,CNN Wire
8524,6BGS-CDB1-F03R-N286-00000-00,06 March 2024,1469,Al Jazeera English
8525,6CR6-BYV1-JCMN-Y3H1-00000-00,15 August 2024,331,Al Jazeera English
8526,6CSB-4D81-JBG3-6031-00000-00,20 August 2024,980,The New York Times
8527,6BTR-0T81-DXY4-X006-00000-00,17 April 2024,2776,The New York Times
8528,6BM9-4YP1-DXY4-X019-00000-00,23 March 2024,1217,The New York Times
8529,6CYV-Y021-JCMN-Y3XP-00000-00,15 September 2024,433,Al Jazeera English
8530,69GR-R591-F03R-N0S0-00000-00,27 October 2023,437,Al Jazeera English
8531,Batch 01 - BBC  - 1004,08 October 2023,59,BBC
8532,69RB-MNF1-JBSS-S000-00000-00,27 November 2023,1078,CNN Wire
8533,69VT-1DV1-JCMN-Y2TK-00000-00,13 December 2023,597,Al Jazeera English
8534,6B9C-NX31-DXY4-X00V-00000-00,10 February 2024,793,The New York Times
8535,Batch 01 - BBC  - 1906,10 October 2023,506,BBC
8536,Batch 01 - BBC  - 221,13 October 2023,967,BBC
8537,6B6V-JP01-DXY4-X04R-00000-00,29 January 2024,1248,The New York Times
8538,69H8-4YB1-DXY4-X00R-00000-00,29 October 2023,865,The New York Times
8539,69GD-05T1-JBSS-S2YW-00000-00,25 October 2023,531,CNN Wire
8540,Batch 01 - BBC  - 1547,08 November 2023,40,BBC
8541,69P2-8PC1-JBSS-S06D-00000-00,18 October 2023,403,CNN Wire
8542,Batch 01 - BBC  - 1382,30 October 2023,117,BBC
8543,Batch 01 - BBC  - 181,06 March 2024,116,BBC
8544,Batch 01 - BBC  - 1814,08 October 2023,88,BBC
8545,Batch 01 - BBC  - 1482,31 October 2023,152,BBC
8546,Batch 01 - BBC  - 756,18 October 2023,99,BBC
8547,6BGY-K1G1-JBG3-61R6-00000-00,07 March 2024,1133,The New York Times
8548,6BP6-H7P1-JBG3-6009-00000-00,01 April 2024,1252,The New York Times
8549,6B0T-FGR1-DXY4-X0VR-00000-00,01 January 2024,1118,The New York Times
8550,6CW2-2PH1-DXY4-X23C-00000-00,02 September 2024,1347,The New York Times
8551,6C5M-T711-JBG3-6003-00000-00,03 June 2024,1199,The New York Times
8552,69SV-50R1-DXY4-X013-00000-00,04 December 2023,1220,The New York Times
8553,6BG7-M3Y1-JBG3-62R5-00000-00,04 March 2024,1197,The New York Times
8554,6CN2-WJK1-JBG3-601S-00000-00,05 August 2024,1503,The New York Times
8555,6B88-CTG1-JBG3-606B-00000-00,05 February 2024,1290,The New York Times
8556,6BYN-HS81-DXY4-X01G-00000-00,06 May 2024,1425,The New York Times
8557,69JW-36J1-DXY4-X31M-00000-00,06 November 2023,1299,The New York Times
8558,6D4H-0XG1-JBG3-64TX-00000-00,07 October 2024,1268,The New York Times
8559,6BRP-DX71-DXY4-X001-00000-00,08 April 2024,1160,The New York Times
8560,6B29-4C41-JBG3-61VG-00000-00,08 January 2024,1233,The New York Times
8561,6CF4-39H1-DXY4-X001-00000-00,08 July 2024,1336,The New York Times
8562,69BW-RGB1-JBG3-600W-00000-00,09 October 2023,1103,The New York Times
8563,6CXH-TSH1-JBG3-62XM-00000-00,09 September 2024,1342,The New York Times
8564,6C74-H6W1-DXY4-X2VS-00000-00,10 June 2024,1221,The New York Times
8565,69V9-Y8P1-DXY4-X0KF-00000-00,11 December 2023,1294,The New York Times
8566,6BHR-B2F1-JBG3-652D-00000-00,11 March 2024,1264,The New York Times
8567,6B9S-7751-DXY4-X021-00000-00,12 February 2024,1308,The New York Times
8568,6C15-CJM1-JBG3-6003-00000-00,13 May 2024,1198,The New York Times
8569,69MB-PYH1-DXY4-X0RV-00000-00,13 November 2023,1387,The New York Times
8570,6BT6-8FF1-DXY4-X006-00000-00,15 April 2024,1201,The New York Times
8571,6B3S-XN71-DXY4-X00K-00000-00,15 January 2024,1336,The New York Times
8572,69DC-GKV1-DXY4-X00Y-00000-00,16 October 2023,1100,The New York Times
8573,6D01-M2J1-JBG3-645K-00000-00,16 September 2024,1086,The New York Times
8574,6C8M-BTY1-DXY4-X3PV-00000-00,17 June 2024,1305,The New York Times
8575,69WT-RG51-JBG3-6347-00000-00,18 December 2023,1130,The New York Times
8576,6BK7-3D81-JBG3-62X3-00000-00,18 March 2024,1289,The New York Times
8577,69NV-G281-DXY4-X011-00000-00,19 November 2023,1210,The New York Times
8578,6C2N-6P31-JBG3-620R-00000-00,20 May 2024,1157,The New York Times
8579,6BVP-1H11-JBG3-6012-00000-00,22 April 2024,1461,The New York Times
8580,6B58-T6C1-DXY4-X014-00000-00,22 January 2024,1161,The New York Times
8581,69FW-6NK1-JBG3-62HF-00000-00,23 October 2023,1250,The New York Times
8582,6CB5-WW61-DXY4-X08J-00000-00,24 June 2024,1215,The New York Times
8583,6CTJ-9FR1-DXY4-X003-00000-00,26 August 2024,1415,The New York Times
8584,6BDR-PD41-DXY4-X01V-00000-00,26 February 2024,1257,The New York Times
8585,6C44-YVR1-JBG3-62M5-00000-00,27 May 2024,1127,The New York Times
8586,69RB-G281-DXY4-X018-00000-00,27 November 2023,1186,The New York Times
8587,6BX5-SMK1-JBG3-63XD-00000-00,29 April 2024,1232,The New York Times
8588,6B6S-H7P1-JBG3-6043-00000-00,29 January 2024,1260,The New York Times
8589,6CKK-6MV1-DXY4-X3TR-00000-00,29 July 2024,1399,The New York Times
8590,69HC-0XV1-JBG3-6526-00000-00,30 October 2023,1233,The New York Times
8591,69R6-YT81-JBG3-6039-00000-00,26 November 2023,1205,The New York Times
8592,6CKF-W0S1-JBG3-63S0-00000-00,28 July 2024,1230,The New York Times
8593,69D8-4X51-DXY4-X006-00000-00,15 October 2023,1216,The New York Times
8594,6CMY-K5G1-DXY4-X03W-00000-00,04 August 2024,1247,The New York Times
8595,6B84-WHB1-JBG3-601S-00000-00,04 February 2024,1066,The New York Times
8596,6CB5-WW61-DXY4-X08B-00000-00,23 June 2024,1134,The New York Times
8597,6CGG-9H11-JBG3-601T-00000-00,14 July 2024,1348,The New York Times
8598,69JR-M2Y1-JBG3-638W-00000-00,05 November 2023,1191,The New York Times
8599,6BC4-H7C1-DXY4-X001-00000-00,18 February 2024,1168,The New York Times
8600,69NR-5GP1-DXY4-X00T-00000-00,19 November 2023,1238,The New York Times
8601,6B25-N6R1-JBG3-61R6-00000-00,07 January 2024,1195,The New York Times
8602,69SP-S271-JBG3-64BF-00000-00,03 December 2023,1120,The New York Times
8603,69M7-8X31-JBG3-635V-00000-00,12 November 2023,1204,The New York Times
8604,6BG4-3RF1-DXY4-X4X0-00000-00,03 March 2024,1142,The New York Times
8605,6BDM-9FW1-JBG3-606T-00000-00,25 February 2024,1178,The New York Times
8606,6B3N-HSF1-JBG3-628W-00000-00,14 January 2024,1128,The New York Times
8607,6C2H-W071-JBG3-61X2-00000-00,19 May 2024,1129,The New York Times
8608,69H7-RGP1-JBG3-650G-00000-00,29 October 2023,1292,The New York Times
8609,69FR-Y661-DXY4-X013-00000-00,22 October 2023,1184,The New York Times
8610,6C8H-2481-DXY4-X3K9-00000-00,16 June 2024,1308,The New York Times
8611,6BRK-36J1-DXY4-X007-00000-00,07 April 2024,1066,The New York Times
8612,6BT2-VB11-DXY4-X0T6-00000-00,14 April 2024,1107,The New York Times
8613,6CPF-C891-JBG3-601K-00000-00,11 August 2024,1157,The New York Times
8614,6CTD-YRR1-JBG3-602S-00000-00,25 August 2024,1289,The New York Times
8615,6D1D-76H1-DXY4-X0J9-00000-00,22 September 2024,1119,The New York Times
8616,69BS-BMD1-DXY4-X00S-00000-00,08 October 2023,1157,The New York Times
8617,6BP3-7SV1-DXY4-X043-00000-00,31 March 2024,1229,The New York Times
8618,6C71-7S51-DXY4-X2SY-00000-00,09 June 2024,1249,The New York Times
8619,6B9M-PXP1-DXY4-X03V-00000-00,11 February 2024,1166,The New York Times
8620,6BX2-DWN1-JBG3-63V1-00000-00,28 April 2024,1214,The New York Times
8621,6BK3-PH41-DXY4-X03F-00000-00,17 March 2024,1264,The New York Times
8622,6D4C-SMF1-DXY4-X389-00000-00,06 October 2024,1266,The New York Times
8623,6C12-2TH1-JBG3-6034-00000-00,12 May 2024,1153,The New York Times
8624,6D2X-1G21-JBG3-6231-00000-00,29 September 2024,1159,The New York Times
8625,6D31-7SB1-JBG3-6279-00000-00,30 September 2024,1144,The New York Times
8626,69V6-JB11-DXY4-X0HT-00000-00,10 December 2023,1108,The New York Times
8627,6CVX-T5S1-JBG3-60T3-00000-00,01 September 2024,1331,The New York Times
8628,6BVJ-NSX1-JBG3-602M-00000-00,21 April 2024,1252,The New York Times
8629,6B55-8WM1-DXY4-X011-00000-00,21 January 2024,1258,The New York Times
8630,6B6N-36C1-JBG3-601N-00000-00,28 January 2024,1045,The New York Times
8631,69WP-CSD1-DXY4-X0JT-00000-00,17 December 2023,1012,The New York Times
8632,6C41-M1X1-JBG3-62J1-00000-00,26 May 2024,1052,The New York Times
8633,6B0N-X2F1-DXY4-X0T7-00000-00,31 December 2023,990,The New York Times
8634,6BYJ-9N41-JBG3-6159-00000-00,05 May 2024,1379,The New York Times
8635,6C0C-MBR1-DXY4-X07C-00000-00,09 May 2024,363,The New York Times
8636,6CP5-7C31-JBG3-60R5-00000-00,10 August 2024,676,The New York Times
8637,69P2-GCY1-JBSS-S1B2-00000-00,14 November 2023,699,CNN Wire
8638,6B99-BFW1-JBG3-600J-00000-00,09 February 2024,483,The New York Times
8639,69F4-6921-DY7V-G02C-00000-00,19 October 2023,262,CNN Wire
8640,69NH-8JN1-JBG3-63FV-00000-00,18 November 2023,678,The New York Times
8641,69NN-XRR1-DXY4-X058-00000-00,19 November 2023,651,The New York Times
8642,69RN-7BJ1-JBG3-600J-00000-00,28 November 2023,1241,The New York Times
8643,69R7-03X1-F03R-N1WN-00000-00,26 November 2023,750,Al Jazeera English
8644,Batch 01 - BBC  - 691,27 November 2023,653,BBC
8645,6BYR-PNN1-DXY4-X03S-00000-00,06 May 2024,345,The New York Times
8646,69PH-B251-DXY4-X00S-00000-00,23 November 2023,171,The New York Times
8647,69WN-7MY1-DXY4-X0H5-00000-00,17 December 2023,1941,The New York Times
8648,69MK-CM71-JBG3-64XJ-00000-00,14 November 2023,1094,The New York Times
8649,6C8G-S2R1-DXY4-X3K3-00000-00,16 June 2024,1095,The New York Times
8650,6B8H-V9D1-DXY4-X04B-00000-00,06 February 2024,1216,The New York Times
8651,Batch 01 - BBC  - 1525,02 May 2024,596,BBC
8652,Batch 01 - BBC  - 658,16 December 2023,595,BBC
8653,69H7-M9P1-F03R-N0KX-00000-00,29 October 2023,643,Al Jazeera English
8654,Batch 01 - BBC  - 344,26 November 2023,867,BBC
8655,6CCM-9FG1-JBG3-60NH-00000-00,01 July 2024,640,The New York Times
8656,69KG-4JM1-F03R-N10W-00000-00,08 November 2023,1129,Al Jazeera English
8657,69P2-GCY1-JBSS-S168-00000-00,11 November 2023,864,CNN Wire
8658,Batch 01 - BBC  - 277,10 October 2023,712,BBC
8659,6B28-XP21-DY7V-G02M-00000-00,08 January 2024,691,CNN Wire
8660,69P2-HJW1-DY7V-G39W-00000-00,06 November 2023,982,CNN Wire
8661,69C4-JV11-DY7V-G07C-00000-00,10 October 2023,612,CNN Wire
8662,6BFD-XMM1-DY7V-G0NS-00000-00,29 February 2024,1122,CNN Wire
8663,6C0J-Y451-JBG3-602H-00000-00,10 May 2024,573,The New York Times
8664,69S9-14D1-F03R-N0W0-00000-00,01 December 2023,890,Al Jazeera English
8665,69P2-JSY1-JBSS-S1RX-00000-00,13 November 2023,697,CNN Wire
8666,6CK2-2V41-F03R-N316-00000-00,26 July 2024,728,Al Jazeera English
8667,69MB-D4P1-F03R-N0W5-00000-00,13 November 2023,661,Al Jazeera English
8668,69FY-JWM1-JCMN-Y2BT-00000-00,23 October 2023,552,Al Jazeera English
8669,69P2-F7S1-DY7V-G2RH-00000-00,07 November 2023,525,CNN Wire
8670,69N8-XG61-JCMN-Y29V-00000-00,17 November 2023,774,Al Jazeera English
8671,69Y0-BSJ1-JCMN-Y2W5-00000-00,23 December 2023,525,Al Jazeera English
8672,Batch 01 - BBC  - 560,21 January 2024,813,BBC
8673,6BFM-CJD1-F03R-N4TG-00000-00,01 March 2024,585,Al Jazeera English
8674,6BNK-7GP1-JCMN-Y3J8-00000-00,29 March 2024,292,Al Jazeera English
8675,69PS-44W1-JBSS-S00G-00000-00,24 November 2023,267,CNN Wire
8676,6BFC-SHJ1-JBSS-S51W-00000-00,29 February 2024,1143,CNN Wire
8677,Batch 01 - BBC  - 1829,29 February 2024,655,BBC
8678,6D2D-XK51-F03R-N308-00000-00,27 September 2024,362,Al Jazeera English
8679,6BRR-8GR1-JCMN-Y003-00000-00,08 April 2024,608,Al Jazeera English
8680,6BVR-W5M1-DY7V-G0KV-00000-00,22 April 2024,805,CNN Wire
8681,6CR7-HRG1-DY7V-G1J3-00000-00,15 August 2024,1254,CNN Wire
8682,Batch 01 - BBC  - 356,15 August 2024,1081,BBC
8683,6C9R-JDY1-DY7V-G003-00000-00,22 June 2024,877,CNN Wire
8684,6BB2-Y9C1-DY7V-G01S-00000-00,13 February 2024,505,CNN Wire
8685,6BM3-SHC1-JCMN-Y3T9-00000-00,22 March 2024,1162,Al Jazeera English
8686,69G6-9RB1-F03R-N140-00000-00,24 October 2023,542,Al Jazeera English
8687,6B7P-C2G1-DY7V-G019-00000-00,02 February 2024,885,CNN Wire
8688,6C64-H211-JBSS-S03K-00000-00,05 June 2024,714,CNN Wire
8689,69K5-HS51-JCMN-Y19X-00000-00,07 November 2023,1033,Al Jazeera English
8690,Batch 01 - BBC  - 494,30 June 2024,950,BBC
8691,6C1W-B661-JBSS-S00M-00000-00,16 May 2024,661,CNN Wire
8692,6CYX-BN11-DXY4-X035-00000-00,15 September 2024,1213,The New York Times
8693,69CK-GPW1-DY7V-G01P-00000-00,12 October 2023,799,CNN Wire
8694,6BMB-2W61-F03R-N4F0-00000-00,23 March 2024,1077,Al Jazeera English
8695,6BN6-Y2X1-JCMN-Y0FS-00000-00,27 March 2024,716,Al Jazeera English
8696,6C22-YXK1-JCMN-Y045-00000-00,17 May 2024,708,Al Jazeera English
8697,69FF-PVK1-DXY4-X0YY-00000-00,21 October 2023,303,The New York Times
8698,69YS-XCP1-DY7V-G4SP-00000-00,27 December 2023,1319,CNN Wire
8699,6CS4-P1N1-JBG3-602D-00000-00,19 August 2024,495,The New York Times
8700,Batch 01 - BBC  - 2000,30 November 2023,709,BBC
8701,69FS-CT51-JBSS-S294-00000-00,22 October 2023,389,CNN Wire
8702,Batch 01 - BBC  - 1073,23 October 2023,394,BBC
8703,Batch 01 - BBC  - 540,18 October 2023,69,BBC
8704,Batch 01 - BBC  - 577,16 January 2024,950,BBC
8705,Batch 01 - BBC  - 74,02 July 2024,442,BBC
8706,6BB7-VDD1-F03R-N0SM-00000-00,14 February 2024,490,Al Jazeera English
8707,6B3F-6801-DXY4-X1BP-00000-00,13 January 2024,719,The New York Times
8708,6CM7-RDJ1-DXY4-X0V6-00000-00,01 August 2024,902,The New York Times
8709,69BY-YGC1-DY7V-G04G-00000-00,09 October 2023,536,CNN Wire
8710,6CJB-HRP1-DXY4-X48N-00000-00,23 July 2024,950,The New York Times
8711,Batch 01 - BBC  - 636,09 December 2023,487,BBC
8712,6CWR-2YB1-F03R-N2PH-00000-00,05 September 2024,327,Al Jazeera English
8713,6B3V-VKN1-JBG3-6040-00000-00,15 January 2024,1362,The New York Times
8714,6C47-62N1-DXY4-X4MF-00000-00,27 May 2024,694,The New York Times
8715,69P2-D541-DY7V-G2BG-00000-00,19 October 2023,588,CNN Wire
8716,69P2-BYN1-JBSS-S12K-00000-00,27 October 2023,1270,CNN Wire
8717,69JG-DFT1-DY7V-G11Y-00000-00,04 November 2023,1876,CNN Wire
8718,69DF-8051-JBG3-63FN-00000-00,16 October 2023,1386,The New York Times
8719,69N2-NVT1-DXY4-X4MX-00000-00,16 November 2023,996,The New York Times
8720,6B8J-B3R1-JBSS-S055-00000-00,06 February 2024,778,CNN Wire
8721,6BHK-XHT1-F03R-N003-00000-00,10 March 2024,590,Al Jazeera English
8722,Batch 01 - BBC  - 462,10 November 2023,568,BBC
8723,6BV2-F4T1-DXY4-X075-00000-00,19 April 2024,400,The New York Times
8724,6CRK-XGC1-DY7V-G21F-00000-00,17 August 2024,572,CNN Wire
